"","Location","New_suspect","Cumulative_suspect","New_confirmed","Cumulative_confirmed","New_death","Cumulative_death","Date","MediaCloudCount","MobilityWuhan","Mechanistic_pred","Search_index_coronavirus_symptom","Search_index_how_many_degree_is_fever","Search_index_symptom_of_fever"
"1374","jiangxi",0,2,0,934,0,1,2020-02-20,0,1.84,104.825289911748,459,282,145.5
"1408","jiangxi",0,2,0,934,0,1,2020-02-21,0,1.84,103.635813580678,410.25,269.25,142.5
"15","shandong",0,0,0,0,0,0,2020-01-10,0,0.4,4.80173918454489,1.5,138,352.5
"49","shandong",0,0,0,0,0,0,2020-01-11,0,0.4,5.51543444517861,1.5,135,417
"83","shandong",0,0,0,0,0,0,2020-01-12,2,0.4,6.7244912966775,1.5,138,379.5
"117","shandong",0,0,0,0,0,0,2020-01-13,1,0.4,8.12106853152892,1.5,139.5,394.5
"151","shandong",0,0,0,0,0,0,2020-01-14,0,0.4,9.68996467477467,1.5,135,360
"185","shandong",0,0,0,0,0,0,2020-01-16,0,0.4,13.756393161272,1.5,120,267
"219","shandong",0,0,0,0,0,0,2020-01-17,1,0.4,16.2984812989125,1.5,123,343.5
"253","shandong",0,0,0,0,0,0,2020-01-18,0,0.4,19.6243954307662,1.5,130.5,337.5
"287","shandong",0,0,0,0,0,0,2020-01-19,2,0.4,23.2804674969232,1.5,130.5,334.5
"321","shandong",0,1,0,0,0,0,2020-01-20,0,0.4,27.7776569579991,1.5,145.5,249
"355","shandong",0,0,1,1,0,0,2020-01-21,0,0.4,33.3875366450936,1.5,222,382.5
"389","shandong",5,5,1,2,0,0,2020-01-22,0,0.4,39.6196883719738,1.5,262.5,450
"423","shandong",9,9,7,9,0,0,2020-01-23,0,0.4,46.1712954645441,1.5,420,534
"457","shandong",14,11,12,21,0,0,2020-01-24,0,0.4,54.1286540791363,1.5,439.5,480
"491","shandong",12,11,18,39,0,0,2020-01-25,0,0.4,58.1609653685098,1.5,747,901.5
"525","shandong",33,35,22,61,0,0,2020-01-26,0,0.4,58.7399593966036,925.5,988.5,958.5
"559","shandong",24,42,26,87,0,0,2020-01-27,0,0.4,59.9957181704098,738,820.5,985.5
"593","shandong",39,55,34,121,0,0,2020-01-28,0,0.4,62.088921574711,568.5,690,1053
"627","shandong",37,79,24,145,0,0,2020-01-29,0,0.4,64.0265052773284,580.5,705,1041
"661","shandong",54,90,33,178,0,0,2020-01-30,0,0.4,66.6263637402692,567,642,960
"695","shandong",30,83,24,202,0,0,2020-01-31,0,0.4,68.9621986145118,735,622.5,897
"729","shandong",42,81,23,225,0,0,2020-02-01,0,0.4,71.8494245787654,711,549,846
"763","shandong",28,62,21,246,0,0,2020-02-02,0,0.4,74.5203501100289,634.5,498,774
"797","shandong",33,70,24,270,0,0,2020-02-03,0,0.4,77.6079833037513,774,480,651
"831","shandong",49,94,28,298,0,0,2020-02-04,0,0.4,80.5952041348047,939,477,636
"865","shandong",37,85,45,343,0,0,2020-02-05,0,0.4,81.0235243181722,966,447,609
"899","shandong",37,85,45,343,0,0,2020-02-06,0,0.4,79.4144524649541,964.5,435,525
"933","shandong",47,100,28,407,0,0,2020-02-07,0,0.4,77.8624631348008,984,453,480
"967","shandong",40,88,28,435,1,1,2020-02-08,0,0.4,77.4800334726237,1032,429,472.5
"1001","shandong",26,75,24,459,0,1,2020-02-09,0,0.4,76.4667984521467,1162.5,414,432
"1035","shandong",28,66,27,486,0,1,2020-02-10,0,0.4,74.8940271123953,1173,417,468
"1069","shandong",34,71,11,497,0,1,2020-02-11,0,0.4,75.1913615828427,1167,417,355.5
"1103","shandong",21,69,9,506,1,2,2020-02-12,0,0.4,73.6662717522591,1170,360,321
"1137","shandong",37,83,13,519,0,2,2020-02-13,0,0.4,74.0565523090846,1137,342,414
"1171","shandong",27,73,11,530,0,2,2020-02-14,0,0.4,73.4136257892211,1140,313.5,375
"1205","shandong",22,66,7,537,0,2,2020-02-15,0,0.4,72.4404654543404,1054.5,258,237
"1239","shandong",21,67,4,541,0,2,2020-02-16,0,0.4,71.4308527488681,1083,243,327
"1273","shandong",17,61,2,543,0,2,2020-02-17,0,0.4,70.842588259935,1125,258,318
"1307","shandong",8,38,1,544,1,3,2020-02-18,0,0.4,70.3442727766063,1140,256.5,274.5
"1341","shandong",10,38,2,546,1,4,2020-02-19,0,0.4,69.5436938618033,1125,258,342
"1375","shandong",14,30,202,748,0,4,2020-02-20,0,0.4,69.6951645019654,1102.5,246,264
"1409","shandong",3,25,2,750,0,4,2020-02-21,0,0.4,69.3539364321853,1140,249,234
"16","henan",0,0,0,0,0,0,2020-01-10,0,4.63,185.773016501365,1.5,135,298.5
"50","henan",0,0,0,0,0,0,2020-01-11,1,4.63,216.650114738236,1.5,139.5,223.5
"84","henan",0,0,0,0,0,0,2020-01-12,1,4.63,253.631299038401,1.5,132,235.5
"118","henan",0,0,0,0,0,0,2020-01-13,4,4.63,296.106786564534,1.5,126,225
"152","henan",0,0,0,0,0,0,2020-01-14,0,4.63,345.916269997726,1.5,123,285
"186","henan",0,0,0,0,0,0,2020-01-16,1,4.63,472.903523354003,1.5,117,288
"220","henan",0,0,0,0,0,0,2020-01-17,0,4.63,551.829283073562,1.5,117,255
"254","henan",0,0,0,0,0,0,2020-01-18,1,4.63,645.140530337664,1.5,123,205.5
"288","henan",0,0,0,0,0,0,2020-01-19,2,4.63,753.678896325045,1.5,124.5,243
"322","henan",0,0,0,0,0,0,2020-01-20,1,4.63,880.149782485885,1.5,144,273
"356","henan",0,0,1,1,0,0,2020-01-21,3,4.63,1028.61538955139,1.5,261,291
"390","henan",0,0,4,5,0,0,2020-01-22,0,4.63,1200.12285519428,1.5,342,402
"424","henan",42,42,4,9,0,0,2020-01-23,0,4.63,1403.26568045795,1.5,519,570
"458","henan",54,116,23,32,0,0,2020-01-24,0,4.63,1639.20938047802,1.5,573,618
"492","henan",114,165,51,83,1,1,2020-01-25,0,4.63,1765.99021168067,1.5,991.5,841.5
"526","henan",112,212,45,128,0,1,2020-01-26,0,4.63,1772.27216646079,847.5,1140,876
"560","henan",122,266,40,168,0,1,2020-01-27,0,4.63,1806.898434694,558,856.5,990
"594","henan",232,411,38,206,1,2,2020-01-28,0,4.63,1861.13434172814,498,849,999
"628","henan",267,584,72,278,0,2,2020-01-29,0,4.63,1923.44131331542,510,876,1003.5
"662","henan",280,735,74,352,0,2,2020-01-30,0,4.63,1989.59434891623,501,825,916.5
"696","henan",279,751,70,422,0,2,2020-01-31,0,4.63,2062.87607556518,570,774,927
"730","henan",254,754,71,493,0,2,2020-02-01,0,4.63,2138.3631534295,540,702,921
"764","henan",260,760,73,566,0,2,2020-02-02,0,4.63,2214.75915428971,576,648,808.5
"798","henan",248,678,109,675,0,2,2020-02-03,0,4.63,2296.08457157353,666,580.5,609
"832","henan",258,693,89,764,0,2,2020-02-04,0,4.63,2379.37772497662,768,573,576
"866","henan",273,688,87,851,0,2,2020-02-05,0,4.63,2387.71520688805,795,501,471
"900","henan",273,688,87,851,0,2,2020-02-06,0,4.63,2327.41656972068,756,489,529.5
"934","henan",261,651,67,981,1,4,2020-02-07,0,4.63,2283.64346506461,819,501,426
"968","henan",246,600,53,1033,2,6,2020-02-08,0,4.63,2246.08125904631,954,477,474
"1002","henan",223,588,40,1073,0,6,2020-02-09,0,4.63,2215.87873759217,1029,445.5,364.5
"1036","henan",252,573,32,1105,1,7,2020-02-10,0,4.63,2186.36817995558,1056,465,432
"1070","henan",225,538,30,1135,1,8,2020-02-11,0,4.63,2158.99907664817,1033.5,447,399
"1104","henan",192,479,34,1169,2,10,2020-02-12,0,4.63,2129.91197039789,990,429,379.5
"1138","henan",207,474,15,1184,1,11,2020-02-13,0,4.63,2104.92641283157,1029,420,396
"1172","henan",153,408,28,1212,2,13,2020-02-14,0,4.63,2077.34969557725,1026,375,337.5
"1206","henan",137,345,19,1231,0,13,2020-02-15,0,4.63,2051.19248360813,1008,351,312
"1240","henan",112,298,15,1246,3,16,2020-02-16,0,4.63,2024.73232541942,1006.5,348,313.5
"1274","henan",102,220,11,1257,3,19,2020-02-17,0,4.63,1999.10283846836,1066.5,342,252
"1308","henan",121,225,5,1262,0,19,2020-02-18,0,4.63,1973.12192288437,1071,360,234
"1342","henan",66,174,4,1265,0,19,2020-02-19,0,4.63,1947.98987679804,1078.5,351,273
"1376","henan",31,103,2,1267,0,19,2020-02-20,0,4.63,1920.92894445407,1050,348,295.5
"1410","henan",25,69,3,1270,0,19,2020-02-21,0,4.63,1895.98798467701,996,333,282
"17","hubei",0,0,0,41,0,1,2020-01-10,0,64.12,3033.47078537308,1.5,117,252
"51","hubei",0,0,0,41,0,1,2020-01-11,1,64.12,3532.02307785578,1.5,117,234
"85","hubei",0,0,0,41,0,1,2020-01-12,0,64.12,4121.51408219135,1.5,105,286.5
"119","hubei",0,0,0,41,0,1,2020-01-13,0,64.12,4802.44172024013,1.5,120,330
"153","hubei",0,0,0,41,0,1,2020-01-14,4,64.12,5607.92624521602,1.5,120,355.5
"187","hubei",0,0,4,45,1,2,2020-01-16,0,64.12,7624.71586402108,1.5,111,304.5
"221","hubei",0,0,17,62,0,2,2020-01-17,0,64.12,8884.70083467311,1.5,120,316.5
"255","hubei",0,0,59,121,1,3,2020-01-18,0,64.12,10367.1873795274,1.5,121.5,313.5
"289","hubei",0,0,77,198,1,4,2020-01-19,0,64.12,12089.3258373519,1.5,165,375
"323","hubei",0,11,72,270,2,6,2020-01-20,0,64.12,14082.9313377663,1.5,342,459
"357","hubei",0,0,105,375,3,9,2020-01-21,0,64.12,16417.7065176677,1.5,540,651
"391","hubei",159,279,69,444,8,17,2020-01-22,0,64.12,19127.052256991,1.5,687,700.5
"425","hubei",417,710,105,549,7,24,2020-01-23,0,64.12,22313.5018832932,1.5,1068,1065
"459","hubei",704,1405,180,729,15,39,2020-01-24,0,64.12,26018.8016520725,1.5,918,1039.5
"493","hubei",712,1887,323,1052,13,52,2020-01-25,0,64.12,28002.1792288143,1.5,757.5,1026
"527","hubei",2793,4472,371,1423,24,76,2020-01-26,0,64.12,28092.6749573102,450,636,930
"561","hubei",1191,5324,1291,2714,24,100,2020-01-27,0,64.12,28655.3746938125,367.5,543,948
"595","hubei",1876,6940,840,3554,25,125,2020-01-28,0,64.12,29495.3707787233,342,534,1113
"629","hubei",2493,9033,1032,4586,37,162,2020-01-29,0,64.12,30486.4886200983,435,549,1149
"663","hubei",2867,11272,1220,5806,42,204,2020-01-30,0,64.12,31536.9623421344,450,558,1176
"697","hubei",3097,13577,1347,7153,45,249,2020-01-31,0,64.12,32666.1981110585,543,480,1065
"731","hubei",2606,14872,1921,9074,45,294,2020-02-01,0,64.12,33846.3524698343,498,459,975
"765","hubei",3260,16898,2103,11177,56,350,2020-02-02,0,64.12,35057.8705571653,474,450,948
"799","hubei",3182,18549,2345,13522,64,414,2020-02-03,0,64.12,36315.7508356164,562.5,417,783
"833","hubei",1957,18447,3156,16678,65,479,2020-02-04,0,64.12,37613.4680118676,588,438,753
"867","hubei",3230,19728,2987,19665,70,549,2020-02-05,0,64.12,37749.6096041105,667.5,417,765
"901","hubei",3230,19728,2987,19665,70,549,2020-02-06,0,64.12,36775.3624817196,639,420,628.5
"935","hubei",2073,22433,2841,24953,81,699,2020-02-07,0,64.12,36051.2626153587,702,400.5,549
"969","hubei",2067,23638,2147,27100,81,780,2020-02-08,0,64.12,35457.5089573521,861,364.5,456
"1003","hubei",2272,18438,2618,29631,91,871,2020-02-09,0,64.12,34951.6199965606,981,357,486
"1037","hubei",1814,16687,2097,31728,103,974,2020-02-10,0,64.12,34469.3509948614,1003.5,384,567
"1071","hubei",1685,11295,1638,33366,94,1068,2020-02-11,0,64.12,34006.9859167354,1026,370.5,504
"1105","hubei",1377,9028,14840,48206,242,1310,2020-02-12,0,64.12,33559.4052179728,1008,372,424.5
"1139","hubei",1154,6169,4823,51986,116,1318,2020-02-13,0,64.12,33117.2373861424,1050,354,513
"1173","hubei",1216,5534,2420,54406,139,1457,2020-02-14,0,64.12,32681.5855915891,1062,357,468
"1207","hubei",1036,5243,1843,56249,139,1596,2020-02-15,0,64.12,32253.0888515179,946.5,300,334.5
"1241","hubei",909,4826,1933,58182,100,1696,2020-02-16,0,64.12,31816.138222103,996,291,220.5
"1275","hubei",788,4194,1807,59989,93,1789,2020-02-17,0,64.12,31385.5881849642,981,315,240
"1309","hubei",596,3462,1693,61682,132,1921,2020-02-18,0,64.12,30951.369701262,1014,324,258
"1343","hubei",880,3456,349,62031,108,2029,2020-02-19,0,64.12,30531.289488305,1002,333,354
"1377","hubei",1279,4094,631,62662,115,2144,2020-02-20,0,64.12,30091.7782539171,960,304.5,279
"1411","hubei",1125,4490,366,63454,106,2250,2020-02-21,0,64.12,29684.4885625611,984,313.5,357
"18","hunan",0,0,0,0,0,0,2020-01-10,0,3.15,120.688325967873,1.25,150,181.25
"52","hunan",0,0,0,0,0,0,2020-01-11,0,3.15,140.487840099667,1.25,188.75,211.25
"86","hunan",0,0,0,0,0,0,2020-01-12,0,3.15,164.008424212972,1.25,193.75,206.25
"120","hunan",0,0,0,0,0,0,2020-01-13,1,3.15,191.277809165367,1.25,187.5,306.25
"154","hunan",0,0,0,0,0,0,2020-01-14,0,3.15,223.280395027137,1.25,162.5,315
"188","hunan",0,0,0,0,0,0,2020-01-16,2,3.15,303.835063576127,1.25,172.5,185
"222","hunan",0,0,0,0,0,0,2020-01-17,0,3.15,354.289150493604,1.25,171.25,160
"256","hunan",0,0,0,0,0,0,2020-01-18,0,3.15,413.218201867137,1.25,150,166.25
"290","hunan",0,0,0,0,0,0,2020-01-19,1,3.15,482.400470337555,1.25,185,272.5
"324","hunan",0,0,0,0,0,0,2020-01-20,0,3.15,561.95464836207,1.25,202.5,240
"358","hunan",0,0,1,1,0,0,2020-01-21,1,3.15,655.397436115929,1.25,322.5,381.25
"392","hunan",10,10,3,4,0,0,2020-01-22,1,3.15,763.760891659372,1.25,550,412.5
"426","hunan",20,25,5,9,0,0,2020-01-23,0,3.15,891.53775289481,1.25,830,566.25
"460","hunan",25,35,15,24,0,0,2020-01-24,6,3.15,1039.57962901809,1.25,813.75,541.25
"494","hunan",34,25,45,69,0,0,2020-01-25,2,3.15,1119.24705953074,1.25,851.25,655
"528","hunan",47,42,31,100,0,0,2020-01-26,5,3.15,1122.86932095299,418.75,867.5,652.5
"562","hunan",53,52,43,143,0,0,2020-01-27,0,3.15,1145.47448786596,297.5,852.5,711.25
"596","hunan",114,85,78,221,0,0,2020-01-28,0,3.15,1179.18252557555,295,860,810
"630","hunan",202,223,56,277,0,0,2020-01-29,0,3.15,1219.08188160066,310,862.5,836.25
"664","hunan",152,303,55,332,0,0,2020-01-30,0,3.15,1261.08254726202,330,895,898.75
"698","hunan",223,426,57,389,0,0,2020-01-31,0,3.15,1306.26853972671,395,907.5,857.5
"732","hunan",186,434,74,463,0,0,2020-02-01,0,3.15,1353.40255664606,362.5,862.5,827.5
"766","hunan",183,351,58,521,0,0,2020-02-02,0,3.15,1401.86313982116,340,840,531.25
"800","hunan",137,289,72,593,0,0,2020-02-03,0,3.15,1452.57530548924,407.5,841.25,502.5
"834","hunan",142,211,68,661,0,0,2020-02-04,0,3.15,1504.55351549268,390,820,525
"868","hunan",167,207,50,711,0,0,2020-02-05,0,3.15,1509.91936163092,488.75,840,547.5
"902","hunan",167,207,50,711,0,0,2020-02-06,0,3.15,1470.82788277233,455,807.5,462.5
"936","hunan",113,154,31,803,0,0,2020-02-07,0,3.15,1442.28063509797,470,766.25,475
"970","hunan",107,155,35,838,1,1,2020-02-08,0,3.15,1419.00792891785,542.5,752.5,385
"1004","hunan",88,134,41,879,0,1,2020-02-09,0,3.15,1398.69802839113,773.75,805,452.5
"1038","hunan",93,136,33,912,0,1,2020-02-10,0,3.15,1378.91987717128,882.5,797.5,450
"1072","hunan",94,135,34,946,1,2,2020-02-11,0,3.15,1360.63245971384,708.75,800,290
"1106","hunan",60,96,22,968,0,2,2020-02-12,0,3.15,1343.39969349766,770,805,371.25
"1140","hunan",53,67,20,988,0,2,2020-02-13,0,3.15,1325.66305296981,946.25,826.25,412.5
"1174","hunan",50,70,13,1001,0,2,2020-02-14,0,3.15,1308.04934933217,771.25,798.75,367.5
"1208","hunan",36,65,3,1004,1,3,2020-02-15,0,3.15,1291.08481796532,621.25,633.75,256.25
"1242","hunan",14,24,2,1006,0,3,2020-02-16,0,3.15,1273.70784912894,570,538.75,201.25
"1276","hunan",15,22,1,1007,1,4,2020-02-17,0,3.15,1256.3993589601,648.75,656.25,268.75
"1310","hunan",12,17,1,1008,0,4,2020-02-18,0,3.15,1239.67106414454,747.5,682.5,232.5
"1344","hunan",5,7,2,1010,0,4,2020-02-19,0,3.15,1222.73443566459,681.25,655,311.25
"1378","hunan",5,7,1,1011,0,4,2020-02-20,0,3.15,1204.88557860112,626.25,597.5,182.5
"1412","hunan",2,4,2,1013,0,4,2020-02-21,0,3.15,1188.58142307719,592.5,528.75,195
"19","guangdong",0,0,0,0,0,0,2020-01-10,0,1.78,16.0838650419067,1.875,318.75,420
"53","guangdong",0,0,0,0,0,0,2020-01-11,0,1.78,19.1684205704184,1.875,322.5,423.75
"87","guangdong",0,0,0,0,0,0,2020-01-12,0,1.78,22.9705699296684,1.875,288.75,423.75
"121","guangdong",0,0,0,0,0,0,2020-01-13,0,1.78,27.4009469366441,1.875,300,427.5
"155","guangdong",0,0,0,0,0,0,2020-01-14,0,1.78,32.9916452327719,1.875,288.75,450
"189","guangdong",0,0,0,0,0,0,2020-01-16,0,1.78,47.3464425387355,1.875,273.75,438.75
"223","guangdong",0,0,0,0,0,0,2020-01-17,0,1.78,56.432346719801,1.875,228.75,421.875
"257","guangdong",0,0,0,0,0,0,2020-01-18,0,1.78,67.5475096860707,1.875,236.25,285
"291","guangdong",0,0,0,0,0,0,2020-01-19,0,1.78,80.0142063630552,1.875,221.25,371.25
"325","guangdong",4,7,0,14,0,0,2020-01-20,0,1.78,95.8322967327778,1.875,346.875,375
"359","guangdong",1,1,12,26,0,0,2020-01-21,0,1.78,114.48809409844,1.875,530.625,442.5
"393","guangdong",7,7,6,32,0,0,2020-01-22,0,1.78,135.728229442309,1.875,708.75,585
"427","guangdong",10,17,21,53,0,0,2020-01-23,0,1.78,158.75349171933,1.875,1170,780
"461","guangdong",30,18,25,78,0,0,2020-01-24,0,1.78,184.765618324003,1.875,1121.25,877.5
"495","guangdong",45,40,20,98,0,0,2020-01-25,0,1.78,200.451067949191,1.875,1303.125,961.875
"529","guangdong",73,54,48,146,0,0,2020-01-26,0,1.78,199.971478360609,658.125,1297.5,918.75
"563","guangdong",47,73,42,188,0,0,2020-01-27,0,1.78,204.658999123604,468.75,1173.75,1162.5
"597","guangdong",91,122,53,241,0,0,2020-01-28,0,1.78,211.333116159818,401.25,1188.75,1200
"631","guangdong",78,137,70,311,0,0,2020-01-29,0,1.78,218.654418127369,474.375,1365,1353.75
"665","guangdong",77,151,82,393,0,0,2020-01-30,0,1.78,227.296753596286,528.75,1406.25,1372.5
"699","guangdong",43,126,127,520,0,0,2020-01-31,0,1.78,235.76861852548,596.25,1372.5,1278.75
"733","guangdong",69,157,85,604,0,0,2020-02-01,0,1.78,246.139563894006,536.25,1376.25,1331.25
"767","guangdong",86,205,79,683,0,0,2020-02-02,0,1.78,254.599110279766,626.25,1395,1211.25
"801","guangdong",48,180,114,797,0,0,2020-02-03,0,1.78,263.984337587702,693.75,1477.5,1046.25
"835","guangdong",34,136,73,870,0,0,2020-02-04,0,1.78,274.924687013884,768.75,1299.375,922.5
"869","guangdong",61,148,74,944,0,0,2020-02-05,0,1.78,275.745719543166,870,1361.25,943.125
"903","guangdong",61,148,74,944,0,0,2020-02-06,0,1.78,269.977796874668,903.75,1440,877.5
"937","guangdong",65,195,57,1075,0,1,2020-02-07,0,1.78,267.599723852449,1027.5,1440,866.25
"971","guangdong",62,208,45,1120,0,1,2020-02-08,0,1.78,262.419207657784,1072.5,1250.625,742.5
"1005","guangdong",33,169,31,1151,0,1,2020-02-09,0,1.78,260.251213676744,1136.25,1241.25,661.875
"1039","guangdong",36,148,26,1177,0,1,2020-02-10,0,1.78,257.814176563511,1256.25,1338.75,765
"1073","guangdong",39,135,42,1219,0,1,2020-02-11,0,1.78,255.262643475824,1278.75,1241.25,691.875
"1107","guangdong",29,123,22,1241,1,2,2020-02-12,0,1.78,253.233152267478,1275,1196.25,570
"1141","guangdong",8,17,20,1261,0,2,2020-02-13,0,1.78,251.686472343074,1252.5,1070.625,603.75
"1175","guangdong",9,12,33,1294,0,2,2020-02-14,0,1.78,248.898095422881,1323.75,997.5,536.25
"1209","guangdong",2,2,22,1316,0,2,2020-02-15,0,1.78,247.363801329394,1183.125,858.75,506.25
"1243","guangdong",1,1,6,1322,2,4,2020-02-16,0,1.78,245.729285665226,1140,686.25,412.5
"1277","guangdong",0,0,6,1328,0,4,2020-02-17,0,1.78,243.67809961056,1230,795,446.25
"1311","guangdong",1,1,3,1331,1,5,2020-02-18,0,1.78,241.455395734203,1335,840,480
"1345","guangdong",1,1,1,1332,0,5,2020-02-19,0,1.78,238.603036069059,1321.875,791.25,491.25
"1379","guangdong",1,1,1,1333,0,5,2020-02-20,0,1.78,237.541712565817,1282.5,776.25,457.5
"1413","guangdong",1,1,6,1339,0,5,2020-02-21,0,1.78,235.11829843995,1233.75,712.5,448.125
"20","guangxi",0,0,0,0,0,0,2020-01-10,0,0.4,5.02734610291966,0.625,98.75,140
"54","guangxi",0,0,0,0,0,0,2020-01-11,0,0.4,6.02200886079238,0.625,68.75,121.875
"88","guangxi",0,0,0,0,0,0,2020-01-12,1,0.4,7.10838522425228,0.625,96.25,124.375
"122","guangxi",0,0,0,0,0,0,2020-01-13,0,0.4,8.56221584184593,0.625,75,215
"156","guangxi",0,0,0,0,0,0,2020-01-14,0,0.4,10.1539215258806,0.625,94.375,131.875
"190","guangxi",0,0,0,0,0,0,2020-01-16,0,0.4,14.3162299544725,0.625,68.125,104.375
"224","guangxi",0,0,0,0,0,0,2020-01-17,0,0.4,16.8897951887031,0.625,61.25,124.375
"258","guangxi",0,0,0,0,0,0,2020-01-18,2,0.4,20.3877819133054,0.625,55,105.625
"292","guangxi",0,0,0,0,0,0,2020-01-19,0,0.4,23.8982213903259,0.625,95,121.875
"326","guangxi",0,1,0,0,0,0,2020-01-20,2,0.4,28.7447236227889,0.625,98.75,119.375
"360","guangxi",1,2,0,0,0,0,2020-01-21,3,0.4,33.7129115046799,0.625,138.75,201.875
"394","guangxi",3,3,5,5,0,0,2020-01-22,0,0.4,40.8601245556625,0.625,200,234.375
"428","guangxi",0,2,8,13,0,0,2020-01-23,0,0.4,46.8974075351478,0.625,358.75,311.875
"462","guangxi",13,6,10,23,0,0,2020-01-24,6,0.4,54.7814222852761,0.625,356.25,303.75
"496","guangxi",21,21,10,33,0,0,2020-01-25,1,0.4,59.4498857024229,0.625,398.125,333.125
"530","guangxi",35,40,13,46,0,0,2020-01-26,0,0.4,59.3610157138197,278.75,403.125,290
"564","guangxi",49,11,5,51,0,0,2020-01-27,0,0.4,60.5443560092181,236.25,399.375,405
"598","guangxi",74,118,7,58,0,0,2020-01-28,0,0.4,62.5368778301806,200,398.125,390
"632","guangxi",102,155,20,78,0,0,2020-01-29,0,0.4,64.8008038633325,206.25,403.75,430
"666","guangxi",117,256,9,87,0,0,2020-01-30,0,0.4,67.3070840585559,234.375,422.5,445
"700","guangxi",116,288,13,100,0,0,2020-01-31,0,0.4,69.8729678662727,263.75,430,430
"734","guangxi",136,319,11,111,0,0,2020-02-01,0,0.4,72.6398393250212,221.25,421.25,452.5
"768","guangxi",128,330,16,127,0,0,2020-02-02,0,0.4,74.9330774467205,231.25,428.75,416.25
"802","guangxi",130,364,12,139,0,0,2020-02-03,0,0.4,78.0114911784028,255,409.375,363.75
"836","guangxi",155,396,11,150,0,0,2020-02-04,0,0.4,81.482285053059,272.5,408.75,308.75
"870","guangxi",144,391,18,168,0,0,2020-02-05,0,0.4,82.1054770970281,276.25,412.5,312.5
"904","guangxi",144,391,18,168,0,0,2020-02-06,0,0.4,80.2915553366692,266.25,415.625,242.5
"938","guangxi",123,295,11,183,0,0,2020-02-07,0,0.4,78.604616855469,308.75,411.25,207.5
"972","guangxi",113,283,12,195,1,1,2020-02-08,0,0.4,77.3295635676212,324.375,406.25,260
"1006","guangxi",81,243,15,210,0,1,2020-02-09,0,0.4,76.9425222542916,423.125,405.625,275
"1040","guangxi",114,257,5,215,0,1,2020-02-10,0,0.4,75.7650715342431,458.75,446.875,227.5
"1074","guangxi",106,248,7,222,0,1,2020-02-11,0,0.4,75.5976838432605,452.5,436.25,283.125
"1108","guangxi",81,251,0,222,1,2,2020-02-12,0,0.4,75.1336239337533,425,423.75,270
"1142","guangxi",79,232,4,226,0,2,2020-02-13,0,0.4,74.1994607076173,436.25,420,236.25
"1176","guangxi",44,181,9,235,0,2,2020-02-14,0,0.4,74.0244745739315,408.75,419.375,263.75
"1210","guangxi",49,156,2,237,0,2,2020-02-15,0,0.4,73.2542088051893,360,393.125,141.875
"1244","guangxi",26,122,1,238,0,2,2020-02-16,0,0.4,72.4803268412933,313.75,310.625,191.875
"1278","guangxi",21,93,4,242,0,2,2020-02-17,0,0.4,71.5481636886736,332.5,327.5,137.5
"1312","guangxi",12,69,2,244,0,2,2020-02-18,0,0.4,71.2195088977978,363.75,307.5,238.75
"1346","guangxi",17,65,1,245,0,2,2020-02-19,0,0.4,70.4524179307089,406.875,341.25,232.5
"1380","guangxi",15,67,1,246,0,2,2020-02-20,0,0.4,70.4505563366804,387.5,284.375,127.5
"1414","guangxi",6,56,3,249,0,2,2020-02-21,0,0.4,69.609296357451,319.375,253.75,229.375
"21","hainan",0,0,0,0,0,0,2020-01-10,2,0.25,6.83612132435022,0.375,38.25,99
"55","hainan",0,0,0,0,0,0,2020-01-11,0,0.25,8.54947631856071,0.375,38.625,100.5
"89","hainan",0,0,0,0,0,0,2020-01-12,0,0.25,9.9763943176269,0.375,61.5,94.5
"123","hainan",0,0,0,0,0,0,2020-01-13,0,0.25,11.9664324885521,0.375,37.5,111.75
"157","hainan",0,0,0,0,0,0,2020-01-14,2,0.25,14.4356394815996,0.375,55.125,100.5
"191","hainan",0,0,0,0,0,0,2020-01-16,1,0.25,20.0888890799383,0.375,40.5,94.5
"225","hainan",0,0,0,0,0,0,2020-01-17,1,0.25,23.9948323482449,0.375,66,87.75
"259","hainan",0,0,0,0,0,0,2020-01-18,0,0.25,28.4190470814514,0.375,41.625,87.75
"293","hainan",0,0,0,0,0,0,2020-01-19,2,0.25,33.8671316538874,0.375,38.25,96
"327","hainan",1,1,0,0,0,0,2020-01-20,0,0.25,40.2136756771247,0.375,65.25,94.5
"361","hainan",0,1,0,0,0,0,2020-01-21,0,0.25,47.452665312154,0.375,90,100.5
"395","hainan",0,0,4,4,0,0,2020-01-22,0,0.25,56.2849677011185,0.375,98.25,132
"429","hainan",0,0,1,5,0,0,2020-01-23,0,0.25,65.2000175663181,0.375,241.125,154.5
"463","hainan",0,0,5,10,0,0,2020-01-24,0,0.25,76.0930414889958,0.375,201.75,151.875
"497","hainan",0,1,10,20,0,0,2020-01-25,0,0.25,80.8345637887372,0.375,259.125,174.75
"531","hainan",0,0,7,27,0,0,2020-01-26,0,0.25,81.1853107484982,165,210,273
"565","hainan",21,21,11,38,1,1,2020-01-27,0,0.25,82.9068098884254,97.5,192.75,243.375
"599","hainan",27,48,5,43,0,1,2020-01-28,0,0.25,84.7166276914992,110.25,172.5,156.375
"633","hainan",18,66,3,46,0,1,2020-01-29,0,0.25,87.8429640956752,177,224.25,178.875
"667","hainan",28,73,3,49,0,1,2020-01-30,0,0.25,89.455719472095,146.625,213.75,193.125
