"","Location","New_suspect","Cumulative_suspect","New_confirmed","Cumulative_confirmed","New_death","Cumulative_death","Date","MediaCloudCount","MobilityWuhan","Mechanistic_pred","Search_index_coronavirus_symptom","Search_index_how_many_degree_is_fever","Search_index_symptom_of_fever"
"701","hainan",30,95,8,57,0,1,2020-01-31,0,0.25,92.996845582432,165,218.25,251.25
"735","hainan",38,101,6,63,0,1,2020-02-01,0,0.25,96.2842315046197,176.25,208.5,168
"769","hainan",50,113,7,70,0,1,2020-02-02,0,0.25,100.319661927794,156.75,186.75,167.25
"803","hainan",31,109,9,79,0,1,2020-02-03,0,0.25,104.225568343214,178.125,195.75,143.25
"837","hainan",41,118,11,89,0,1,2020-02-04,0,0.25,108.533563769349,166.5,189.75,226.875
"871","hainan",38,132,11,100,0,1,2020-02-05,0,0.25,108.979920532235,189,177.75,126
"905","hainan",38,132,11,100,0,1,2020-02-06,0,0.25,106.350636972736,192,204,142.875
"939","hainan",79,203,12,123,0,2,2020-02-07,0,0.25,103.960654317701,239.625,204.75,123.75
"973","hainan",68,230,6,128,0,2,2020-02-08,0,0.25,103.547621695799,233.25,184.875,117.75
"1007","hainan",50,219,8,136,1,3,2020-02-09,0,0.25,102.565759969049,255,151.5,118.875
"1041","hainan",58,187,6,142,0,3,2020-02-10,0,0.25,100.69050203363,267.75,170.25,117.75
"1075","hainan",66,206,3,145,0,3,2020-02-11,0,0.25,99.8355631943415,249,158.25,131.25
"1109","hainan",60,176,12,157,1,4,2020-02-12,0,0.25,99.5085480494261,258,156.375,102.375
"1143","hainan",32,170,0,157,0,4,2020-02-13,0,0.25,98.0736562274852,279.75,147,108.75
"1177","hainan",36,141,5,162,0,4,2020-02-14,0,0.25,97.8036002821783,219.75,146.25,191.625
"1211","hainan",30,141,0,162,0,4,2020-02-15,0,0.25,96.7170389815967,226.125,134.25,193.5
"1245","hainan",27,119,0,162,0,4,2020-02-16,0,0.25,95.4861041750868,212.625,116.25,104.25
"1279","hainan",22,114,1,163,0,4,2020-02-17,0,0.25,95.4192021990342,198.75,114.75,100.5
"1313","hainan",14,86,0,163,0,4,2020-02-18,0,0.25,93.8970251254533,207,103.5,96.375
"1347","hainan",16,71,5,168,0,4,2020-02-19,0,0.25,93.0556031344624,222.75,113.25,105.75
"1381","hainan",16,59,0,168,0,4,2020-02-20,0,0.25,92.5519045623575,229.125,96.75,86.625
"1415","hainan",11,46,0,168,0,4,2020-02-21,0,0.25,91.3372260271284,200.25,98.25,98.25
"22","chongqing",0,0,0,0,0,0,2020-01-10,1,1.23,3.54044057903522,0,0,0
"56","chongqing",0,0,0,0,0,0,2020-01-11,1,1.23,4.43320638614295,0,0,0
"90","chongqing",0,0,0,0,0,0,2020-01-12,2,1.23,5.1657121553558,0,0,0
"124","chongqing",0,0,0,0,0,0,2020-01-13,1,1.23,6.14410762884517,0,0,0
"158","chongqing",0,0,0,0,0,0,2020-01-14,0,1.23,7.45370928086952,0,0,0
"192","chongqing",0,0,0,0,0,0,2020-01-16,0,1.23,10.7543054402293,0,0,0
"226","chongqing",0,0,0,0,0,0,2020-01-17,0,1.23,12.5315924309268,0,0,0
"260","chongqing",0,0,0,0,0,0,2020-01-18,0,1.23,15.118694704412,0,0,0
"294","chongqing",0,0,0,0,0,0,2020-01-19,1,1.23,18.2265615126889,0,0,0
"328","chongqing",0,0,0,0,0,0,2020-01-20,0,1.23,21.4025006073529,0,0,0
"362","chongqing",0,0,5,5,0,0,2020-01-21,2,1.23,25.6679308997027,0,0,0
"396","chongqing",13,13,4,9,0,0,2020-01-22,3,1.23,30.6846188823981,0,0,0
"430","chongqing",53,71,18,27,0,0,2020-01-23,0,1.23,35.3811420085831,0,0,0
"464","chongqing",55,86,30,57,0,0,2020-01-24,1,1.23,41.4165023331162,0,0,0
"498","chongqing",106,146,18,75,0,0,2020-01-25,0,1.23,45.1466476644671,0,0,0
"532","chongqing",117,188,35,110,0,0,2020-01-26,0,1.23,45.3218473560904,0,0,0
"566","chongqing",31,219,22,132,0,0,2020-01-27,0,1.23,46.2674976518552,0,0,0
"600","chongqing",108,246,15,147,0,0,2020-01-28,0,1.23,47.7355389348045,0,0,0
"634","chongqing",152,279,18,165,0,0,2020-01-29,0,1.23,49.2989521016105,0,0,0
"668","chongqing",192,378,41,206,0,0,2020-01-30,0,1.23,51.2324591162286,0,0,0
"702","chongqing",185,408,32,238,1,1,2020-01-31,0,1.23,53.0009807550134,0,0,0
"736","chongqing",175,425,24,262,0,1,2020-02-01,0,1.23,55.2559567314798,0,0,0
"770","chongqing",178,398,38,300,1,2,2020-02-02,0,1.23,57.5238868808209,0,0,0
"804","chongqing",170,387,37,337,0,2,2020-02-03,0,1.23,59.5650154887086,0,0,0
"838","chongqing",175,397,29,366,0,2,2020-02-04,0,1.23,61.7935054575281,0,0,0
"872","chongqing",171,379,23,389,0,2,2020-02-05,0,1.23,62.467306398436,0,0,0
"906","chongqing",171,379,23,389,0,2,2020-02-06,0,1.23,61.0078959255206,0,0,0
"940","chongqing",162,392,15,426,0,2,2020-02-07,0,1.23,60.4191267312914,0,0,0
"974","chongqing",156,409,20,446,0,2,2020-02-08,0,1.23,59.2666580167543,0,0,0
"1008","chongqing",167,418,22,468,0,2,2020-02-09,0,1.23,58.5950924989113,0,0,0
"1042","chongqing",164,427,18,486,0,2,2020-02-10,0,1.23,58.243364533639,0,0,0
"1076","chongqing",154,428,19,505,1,3,2020-02-11,0,1.23,57.7066058745478,0,0,0
"1110","chongqing",148,441,13,518,0,3,2020-02-12,0,1.23,57.0637852796402,0,0,0
"1144","chongqing",138,427,11,529,1,4,2020-02-13,0,1.23,56.3423582608823,0,0,0
"1178","chongqing",98,313,8,537,1,5,2020-02-14,0,1.23,55.9800305873103,0,0,0
"1212","chongqing",75,246,7,544,0,5,2020-02-15,0,1.23,55.4042590207865,0,0,0
"1246","chongqing",63,183,7,551,0,5,2020-02-16,0,1.23,55.5656268100105,0,0,0
"1280","chongqing",50,162,2,553,0,5,2020-02-17,0,1.23,54.9391187023468,0,0,0
"1314","chongqing",41,129,2,555,0,5,2020-02-18,0,1.23,54.263095689689,0,0,0
"1348","chongqing",45,98,5,560,0,5,2020-02-19,0,1.23,53.8134663212539,0,0,0
"1382","chongqing",28,71,7,567,1,6,2020-02-20,0,1.23,53.9360831217765,0,0,0
"1416","chongqing",15,40,5,572,0,6,2020-02-21,0,1.23,52.872414038871,0,0,0
"23","sichuan",0,0,0,0,0,0,2020-01-10,3,0.62,6.52398728265023,1.25,167.5,187.5
"57","sichuan",0,0,0,0,0,0,2020-01-11,0,0.62,7.75620291803067,1.25,175,193.75
"91","sichuan",0,0,0,0,0,0,2020-01-12,1,0.62,9.3314612356531,1.25,175,200
"125","sichuan",0,0,0,0,0,0,2020-01-13,0,0.62,11.0864625893091,1.25,167.5,218.75
"159","sichuan",0,0,0,0,0,0,2020-01-14,0,0.62,13.1851484354115,1.25,125,276.25
"193","sichuan",0,0,0,0,0,0,2020-01-16,0,0.62,19.1980839203622,1.25,120,258.75
"227","sichuan",0,0,0,0,0,0,2020-01-17,0,0.62,23.0359068972236,1.25,145,280
"261","sichuan",0,0,0,0,0,0,2020-01-18,0,0.62,27.2314763174844,1.25,108.75,195
"295","sichuan",0,0,0,0,0,0,2020-01-19,0,0.62,33.0998979065047,1.25,167.5,255
"329","sichuan",1,3,0,0,0,0,2020-01-20,0,0.62,38.9895633883314,1.25,202.5,180
"363","sichuan",2,5,2,2,0,0,2020-01-21,0,0.62,46.8815821505238,1.25,360,325
"397","sichuan",5,7,3,5,0,0,2020-01-22,0,0.62,55.7819992554649,1.25,535,407.5
"431","sichuan",6,10,10,15,0,0,2020-01-23,0,0.62,65.4515677417089,1.25,670,531.25
"465","sichuan",25,25,13,28,0,0,2020-01-24,0,0.62,76.5297445901466,1.25,680,615
"499","sichuan",26,34,16,44,0,0,2020-01-25,0,0.62,82.5266414388621,1.25,880,753.75
"533","sichuan",79,92,25,69,0,0,2020-01-26,0,0.62,83.7096657805083,248.75,932.5,758.75
"567","sichuan",78,138,21,90,0,0,2020-01-27,0,0.62,85.9668361665869,227.5,897.5,838.75
"601","sichuan",87,182,18,108,0,0,2020-01-28,0,0.62,88.3773381911561,202.5,830,847.5
"635","sichuan",106,243,34,142,1,1,2020-01-29,0,0.62,91.2759421568141,248.75,855,895
"669","sichuan",97,241,36,177,0,1,2020-01-30,0,0.62,95.1458982779017,246.25,940,952.5
"703","sichuan",81,256,30,207,0,1,2020-01-31,0,0.62,99.978294189529,300,892.5,912.5
"737","sichuan",87,247,24,231,0,1,2020-02-01,0,0.62,103.468297244956,292.5,742.5,815
"771","sichuan",103,268,23,254,0,1,2020-02-02,0,0.62,107.286256346147,320,722.5,677.5
"805","sichuan",82,258,28,282,0,1,2020-02-03,0,0.62,111.635235155178,388.75,706.25,595
"839","sichuan",106,281,19,301,0,1,2020-02-04,0,0.62,116.444880861715,475,730,672.5
"873","sichuan",135,340,20,321,0,1,2020-02-05,0,0.62,117.005703215712,545,730,625
"907","sichuan",135,340,20,321,0,1,2020-02-06,0,0.62,114.494387641418,542.5,732.5,572.5
"941","sichuan",160,432,19,363,0,1,2020-02-07,0,0.62,113.009889890804,601.25,737.5,567.5
"975","sichuan",113,431,23,386,0,1,2020-02-08,0,0.62,110.754165553748,745,632.5,453.75
"1009","sichuan",141,461,19,405,0,1,2020-02-09,0,0.62,110.23977027646,817.5,638.75,381.25
"1043","sichuan",116,475,12,417,0,1,2020-02-10,0,0.62,109.622801538739,962.5,642.5,468.75
"1077","sichuan",123,432,19,436,0,1,2020-02-11,0,0.62,109.134166513961,875,605,447.5
"1111","sichuan",94,367,15,451,0,1,2020-02-12,0,0.62,107.682521011231,825,603.75,373.75
"1145","sichuan",77,326,12,463,0,1,2020-02-13,0,0.62,106.734302190324,913.75,590,387.5
"1179","sichuan",72,310,7,470,0,1,2020-02-14,0,0.62,106.299668178463,877.5,575,346.25
"1213","sichuan",46,213,11,481,2,3,2020-02-15,0,0.62,104.875579242755,741.25,536.25,292.5
"1247","sichuan",40,178,14,495,0,3,2020-02-16,0,0.62,104.593311513474,645,525,255
"1281","sichuan",28,157,13,508,0,3,2020-02-17,0,0.62,103.761038066686,776.25,540,297.5
"1315","sichuan",30,105,6,514,0,3,2020-02-18,0,0.62,102.502692157232,860,525,320
"1349","sichuan",21,85,6,520,0,3,2020-02-19,0,0.62,101.662066389344,772.5,501.25,233.75
"1383","sichuan",15,56,5,525,0,3,2020-02-20,0,0.62,101.27259861237,753.75,490,257.5
"1417","sichuan",21,53,1,526,0,3,2020-02-21,0,0.62,100.197930977493,762.5,452.5,276.25
"24","guizhou",0,0,0,0,0,0,2020-01-10,0,0.14,2.67849347780506,0.5,114.5,112.5
"58","guizhou",0,0,0,0,0,0,2020-01-11,0,0.14,3.21302509397433,0.5,67.5,116.5
"92","guizhou",0,0,0,0,0,0,2020-01-12,0,0.14,3.75143062124452,0.5,72.5,106
"126","guizhou",0,0,0,0,0,0,2020-01-13,0,0.14,4.62126044896108,0.5,69,209.5
"160","guizhou",0,0,0,0,0,0,2020-01-14,0,0.14,5.53569375917236,0.5,113.5,128.5
"194","guizhou",0,0,0,0,0,0,2020-01-16,0,0.14,7.69341760873461,0.5,96,128.5
"228","guizhou",0,0,0,0,0,0,2020-01-17,1,0.14,9.11797406340722,0.5,70,104.5
"262","guizhou",0,0,0,0,0,0,2020-01-18,2,0.14,11.1229656687394,0.5,70,186
"296","guizhou",0,0,0,0,0,0,2020-01-19,2,0.14,13.080994178244,0.5,75,116.5
"330","guizhou",1,1,0,0,0,0,2020-01-20,0,0.14,15.5939240124399,0.5,77,134
"364","guizhou",0,1,0,0,0,0,2020-01-21,0,0.14,18.8390925031645,0.5,149,134
"398","guizhou",0,0,3,3,0,0,2020-01-22,0,0.14,22.2673349950747,0.5,182,122
"432","guizhou",0,0,0,3,0,0,2020-01-23,2,0.14,25.4425407913847,0.5,274,214
"466","guizhou",0,0,1,4,0,0,2020-01-24,1,0.14,30.2806342947255,0.5,291,199
"500","guizhou",2,2,1,5,0,0,2020-01-25,1,0.14,32.6820158055649,0.5,274,224.5
"534","guizhou",3,3,2,7,0,0,2020-01-26,0,0.14,32.7951180148831,214,336,291
"568","guizhou",0,1,2,9,0,0,2020-01-27,1,0.14,34.0351101114624,145,364,266
"602","guizhou",3,3,0,9,0,0,2020-01-28,0,0.14,34.8419755552147,120,363,347
"636","guizhou",6,6,3,12,0,0,2020-01-29,3,0.14,35.9085674818658,94,335.5,363
"670","guizhou",72,75,3,15,0,0,2020-01-30,0,0.14,37.4251402223856,181,368,272
"704","guizhou",27,67,14,29,0,0,2020-01-31,0,0.14,39.1823908812614,142,372,328
"738","guizhou",24,59,9,38,0,0,2020-02-01,3,0.14,40.5666029698849,208,347.5,326
"772","guizhou",18,41,8,46,0,0,2020-02-02,1,0.14,41.7117798999461,212,329,241
"806","guizhou",17,33,10,56,0,0,2020-02-03,1,0.14,43.7480130692023,215,280.5,233
"840","guizhou",12,33,8,64,0,0,2020-02-04,0,0.14,45.4019693841444,214.5,301.5,291
"874","guizhou",18,37,5,69,1,1,2020-02-05,1,0.14,46.1043260205252,225,315,203
"908","guizhou",18,37,5,69,1,1,2020-02-06,0,0.14,44.3269081908992,255,303,202
"942","guizhou",24,61,12,89,0,1,2020-02-07,0,0.14,43.7432196749694,261,272.5,238.5
"976","guizhou",38,82,7,96,0,1,2020-02-08,0,0.14,43.2124310626391,267,233,238
"1010","guizhou",11,75,13,109,0,1,2020-02-09,0,0.14,42.8870886722792,333.5,230,189.5
"1044","guizhou",10,67,9,118,0,1,2020-02-10,0,0.14,42.5004410240309,358,230,150.5
"1078","guizhou",21,53,13,131,0,1,2020-02-11,0,0.14,42.1550446810639,324,223,147
"1112","guizhou",17,50,4,135,0,1,2020-02-12,0,0.14,41.4393861261868,310,232,120
"1146","guizhou",16,47,5,140,0,1,2020-02-13,0,0.14,41.304962515279,356.5,220,139
"1180","guizhou",4,38,3,143,0,1,2020-02-14,0,0.14,41.0255091677779,332,235,145.5
"1214","guizhou",8,42,1,144,0,1,2020-02-15,0,0.14,40.8306302188402,269.5,206.5,112
"1248","guizhou",2,34,2,146,0,1,2020-02-16,0,0.14,40.0359401784176,243,166,99.5
"1282","guizhou",2,23,0,146,0,1,2020-02-17,0,0.14,39.6229825918419,291.5,168,189
"1316","guizhou",2,19,0,146,1,2,2020-02-18,0,0.14,39.6037223871494,293.5,166,114.5
"1350","guizhou",2,14,0,146,0,2,2020-02-19,0,0.14,39.1804650904228,279,163,179
"1384","guizhou",3,11,0,146,0,2,2020-02-20,0,0.14,38.7388808473526,265,147,113.5
"1418","guizhou",2,10,0,146,0,2,2020-02-21,0,0.14,38.6831512635785,274,140,94
"25","yunnan",0,0,0,0,0,0,2020-01-10,2,0.26,8.79903718326717,0.5,76,121.5
"59","yunnan",0,0,0,0,0,0,2020-01-11,0,0.26,10.60148622951,0.5,71,110
"93","yunnan",0,0,0,0,0,0,2020-01-12,0,0.26,12.5852514277542,0.5,84.5,147
"127","yunnan",0,0,0,0,0,0,2020-01-13,0,0.26,15.0890312562293,0.5,81,134
"161","yunnan",0,0,0,0,0,0,2020-01-14,5,0.26,18.034066855521,0.5,64,126
"195","yunnan",0,0,0,0,0,0,2020-01-16,3,0.26,25.216273428237,0.5,86,109
"229","yunnan",0,0,0,0,0,0,2020-01-17,0,0.26,30.2539811791377,0.5,62,193.5
"263","yunnan",0,0,0,0,0,0,2020-01-18,1,0.26,35.8516049705342,0.5,67,190
"297","yunnan",0,0,0,0,0,0,2020-01-19,1,0.26,42.3515131646205,0.5,106,129.5
"331","yunnan",1,1,0,0,0,0,2020-01-20,0,0.26,50.7241707212276,0.5,70,111.5
"365","yunnan",0,0,1,1,0,0,2020-01-21,0,0.26,60.3388790874702,0.5,130.5,139
"399","yunnan",0,0,0,1,0,0,2020-01-22,0,0.26,71.1608626912588,0.5,132,233.5
"433","yunnan",1,1,1,2,0,0,2020-01-23,0,0.26,83.1391742643199,0.5,223,186
"467","yunnan",4,4,3,5,0,0,2020-01-24,0,0.26,97.3094107284245,0.5,255,260
"501","yunnan",29,29,6,11,0,0,2020-01-25,0,0.26,104.459996054332,0.5,307,280.5
"535","yunnan",55,75,10,21,0,0,2020-01-26,0,0.26,104.519201217809,200,392,268
"569","yunnan",51,104,11,32,0,0,2020-01-27,0,0.26,107.142874675156,224.5,366.5,373
"603","yunnan",65,163,19,51,0,0,2020-01-28,0,0.26,109.826451779416,123,354,379
"637","yunnan",90,191,19,70,0,0,2020-01-29,0,0.26,113.30099260074,170,329,337
"671","yunnan",107,236,10,80,0,0,2020-01-30,0,0.26,117.092329245901,198,344,385
"705","yunnan",90,228,11,91,0,0,2020-01-31,0,0.26,121.912962250463,215,328,353
"739","yunnan",90,261,8,99,0,0,2020-02-01,0,0.26,126.40884792056,187,337,341
"773","yunnan",85,252,10,109,0,0,2020-02-02,0,0.26,131.489840346642,231,326,347
"807","yunnan",64,225,8,117,0,0,2020-02-03,0,0.26,136.655971270832,217,347.5,236
"841","yunnan",55,172,5,122,0,0,2020-02-04,0,0.26,141.95230241793,216.5,318,228
"875","yunnan",28,149,6,128,0,0,2020-02-05,0,0.26,142.605399144106,242,320,264
"909","yunnan",28,149,6,128,0,0,2020-02-06,0,0.26,139.769054739341,225,329,206
"943","yunnan",63,144,3,138,0,0,2020-02-07,0,0.26,137.589331755688,257,306,231
"977","yunnan",37,146,2,140,0,0,2020-02-08,0,0.26,135.991801756079,250,286,174
"1011","yunnan",38,125,1,141,0,0,2020-02-09,0,0.26,133.694921859258,290,266,144
"1045","yunnan",30,109,8,149,0,0,2020-02-10,0,0.26,132.275572705817,315,260,214.5
"1079","yunnan",28,89,5,154,0,0,2020-02-11,0,0.26,131.754988475838,352,217,131.5
"1113","yunnan",45,100,1,155,0,0,2020-02-12,0,0.26,130.104834970796,346,244,124
"1147","yunnan",29,96,7,162,0,0,2020-02-13,0,0.26,129.595312498294,391.5,214.5,122
"1181","yunnan",39,103,6,168,0,0,2020-02-14,0,0.26,127.857748929046,326,244,204.5
"1215","yunnan",37,108,1,169,0,0,2020-02-15,0,0.26,127.032419378045,314,226.5,206
"1249","yunnan",22,100,2,171,0,0,2020-02-16,0,0.26,125.486379383948,279,175.5,126
"1283","yunnan",18,83,1,172,0,0,2020-02-17,0,0.26,124.864593328066,275,179.5,106
"1317","yunnan",16,64,1,173,0,0,2020-02-18,0,0.26,123.210982458964,306,171.5,113
"1351","yunnan",21,61,0,172,1,1,2020-02-19,0,0.26,122.058068918597,298,174,106
"1385","yunnan",21,58,2,174,1,2,2020-02-20,0,0.26,121.878520351579,307,177,90
"1419","yunnan",14,59,0,174,0,2,2020-02-21,0,0.26,120.412823576976,300,164,94
"26","tibet",0,0,0,0,0,0,2020-01-10,0,0,2.43795073389345,0.175,44.45,0.175
"60","tibet",0,0,0,0,0,0,2020-01-11,0,0,2.81287707375984,0.175,44.275,0.175
"94","tibet",0,0,0,0,0,0,2020-01-12,0,0,3.39976254669493,0.175,0.175,0.175
"128","tibet",0,0,0,0,0,0,2020-01-13,0,0,4.15409996862835,0.175,44.45,0.175
"162","tibet",0,0,0,0,0,0,2020-01-14,0,0,4.99911069199309,0.175,0.175,0.175
"196","tibet",0,0,0,0,0,0,2020-01-16,0,0,7.06534372454731,0.175,0.175,101.675
"230","tibet",0,0,0,0,0,0,2020-01-17,0,0,8.30309542701351,0.175,46.9,99.925
"264","tibet",0,0,0,0,0,0,2020-01-18,0,0,10.0529436582562,0.175,0.175,0.175
"298","tibet",0,0,0,0,0,0,2020-01-19,0,0,11.9564440778655,0.175,0.175,0.175
"332","tibet",0,0,0,0,0,0,2020-01-20,0,0,14.057628753927,0.175,0.175,99.925
"366","tibet",0,0,0,0,0,0,2020-01-21,0,0,17.288046119861,0.175,44.45,105.175
"400","tibet",0,0,0,0,0,0,2020-01-22,0,0,20.4625942106654,0.175,52.325,101.675
"434","tibet",0,0,0,0,0,0,2020-01-23,0,0,23.6129315102283,0.175,57.75,113.925
"468","tibet",0,0,0,0,0,0,2020-01-24,0,0,27.819629966916,0.175,57.05,0.35
"502","tibet",0,0,0,0,0,0,2020-01-25,0,0,30.2772560273764,0.175,116.725,117.425
"536","tibet",0,0,0,0,0,0,2020-01-26,0,0,30.1093406573214,57.05,91.35,107.1
"570","tibet",0,0,0,0,0,0,2020-01-27,0,0,30.7805897899457,60.2,60.9,115.675
"604","tibet",1,1,0,0,0,0,2020-01-28,0,0,31.5635580797303,0.525,119,120.75
"638","tibet",0,0,1,1,0,0,2020-01-29,0,0,32.4697745013363,58.1,119.175,129.675
"672","tibet",0,0,0,1,0,0,2020-01-30,0,0,33.9453921288936,60.2,75.075,121.1
"706","tibet",0,0,0,1,0,0,2020-01-31,0,0,35.360430126525,63,64.05,115.85
"740","tibet",0,0,0,1,0,0,2020-02-01,0,0,36.7955304386843,0.7,107.975,124.25
"774","tibet",0,0,0,1,0,0,2020-02-02,0,0,38.1381461959443,57.925,106.75,105.35
"808","tibet",0,0,0,1,0,0,2020-02-03,0,0,39.2278887400174,0.875,67.375,113.75
"842","tibet",0,0,0,1,0,0,2020-02-04,0,0,41.5137614377747,57.75,67.025,113.925
"876","tibet",0,0,0,1,0,0,2020-02-05,0,0,41.6250275740716,57.05,98.525,124.25
"910","tibet",0,0,0,1,0,0,2020-02-06,0,0,40.2914610115518,0.875,108.15,101.85
"944","tibet",0,0,0,1,0,0,2020-02-07,0,0,39.5173183448422,112.525,103.775,105
"978","tibet",0,0,0,1,0,0,2020-02-08,0,0,39.2610534962028,60.725,105.7,1.4
"1012","tibet",0,0,0,1,0,0,2020-02-09,0,0,39.4248029338077,65.1,102.2,0.175
"1046","tibet",0,0,0,1,0,0,2020-02-10,0,0,38.5124521699179,122.5,55.3,100.1
"1080","tibet",0,0,0,1,0,0,2020-02-11,0,0,38.319222088165,58.45,57.75,100.1
"1114","tibet",0,0,0,1,0,0,2020-02-12,0,0,37.9703885833007,60.9,54.6,1.925
"1148","tibet",0,0,0,1,0,0,2020-02-13,0,0,37.4223187209861,66.15,53.9,99.05
"1182","tibet",0,0,0,1,0,0,2020-02-14,0,0,37.3225472223661,58.45,95.725,2.275
"1216","tibet",0,0,0,1,0,0,2020-02-15,0,0,36.8270421413386,73.675,50.75,98.525
"1250","tibet",0,0,0,1,0,0,2020-02-16,0,0,36.7777838929084,61.6,52.15,2.625
"1284","tibet",0,0,0,1,0,0,2020-02-17,0,0,36.5744882317136,116.2,53.725,0.175
"1318","tibet",0,0,0,1,0,0,2020-02-18,0,0,36.1429446018816,123.025,51.625,97.125
"1352","tibet",0,0,0,1,0,0,2020-02-19,0,0,35.8077512385239,122.15,52.15,4.2
"1386","tibet",0,0,0,1,0,0,2020-02-20,0,0,35.398145443199,63.175,47.95,0.175
"1420","tibet",0,0,0,1,0,0,2020-02-21,0,0,34.9690930302829,58.275,52.15,0.175
"27","shaanxi",0,0,0,0,0,0,2020-01-10,0,0,2.38433594840558,1,166,213
"61","shaanxi",0,0,0,0,0,0,2020-01-11,0,0,2.7045050345659,1,172,226
"95","shaanxi",0,0,0,0,0,0,2020-01-12,0,0,3.36873080182308,1,155,195
"129","shaanxi",0,0,0,0,0,0,2020-01-13,0,0,4.03430967451657,1,108,213
"163","shaanxi",0,0,0,0,0,0,2020-01-14,0,0,4.75206910357831,1,156,219
"197","shaanxi",0,0,0,0,0,0,2020-01-16,0,0,6.71426164846804,1,156,227
"231","shaanxi",0,0,0,0,0,0,2020-01-17,0,0,8.04939532321847,1,104,231
"265","shaanxi",0,0,0,0,0,0,2020-01-18,0,0,9.73634853808357,1,151,293
"299","shaanxi",0,0,0,0,0,0,2020-01-19,0,0,11.2789503746461,1,152,297
"333","shaanxi",0,0,0,0,0,0,2020-01-20,2,0,13.3863253439237,1,120,217
"367","shaanxi",0,0,0,0,0,0,2020-01-21,1,0,16.42239277778,1,247,359
"401","shaanxi",0,0,0,0,0,0,2020-01-22,3,0,19.3169950383201,1,325,357
"435","shaanxi",0,0,3,3,0,0,2020-01-23,1,0,23.0342109356081,1,642,397
"469","shaanxi",0,0,2,5,0,0,2020-01-24,4,0,26.5460231487853,1,628,526
"503","shaanxi",0,0,10,15,0,0,2020-01-25,1,0,28.8588227069926,1,716,707
"537","shaanxi",0,0,7,22,0,0,2020-01-26,1,0,28.6949876222802,311,730,694
"571","shaanxi",0,0,13,35,0,0,2020-01-27,0,0,30.022221128277,270,694,759
"605","shaanxi",0,0,11,46,0,0,2020-01-28,0,0,30.8126186374866,248,700,688
"639","shaanxi",67,116,17,63,0,0,2020-01-29,0,0,31.951680665628,272,722,677
"673","shaanxi",47,132,24,87,0,0,2020-01-30,0,0,33.1992833519619,290,718,586
"707","shaanxi",47,158,15,101,0,0,2020-01-31,0,0,34.5214503430168,320,726,620
"741","shaanxi",77,201,15,116,0,0,2020-02-01,0,0,35.7982429215173,288,708,738
"775","shaanxi",36,205,12,128,0,0,2020-02-02,0,0,37.2911851934843,326,674,536
"809","shaanxi",53,221,14,142,0,0,2020-02-03,0,0,38.8452566498511,352,668,652
"843","shaanxi",41,215,23,165,0,0,2020-02-04,0,0,40.0672089013357,416,664,616
"877","shaanxi",71,238,8,173,0,0,2020-02-05,0,0,40.7204610648415,406,672,437
"911","shaanxi",71,238,8,173,0,0,2020-02-06,0,0,39.4122015830983,438,650,500
"945","shaanxi",92,321,11,195,0,0,2020-02-07,0,0,38.843071377495,442,632,476
"979","shaanxi",73,343,13,208,0,0,2020-02-08,0,0,38.0000399339063,524,624,442
"1013","shaanxi",88,375,5,213,0,0,2020-02-09,0,0,37.8160948692985,715,627,335
"1047","shaanxi",71,389,6,219,0,0,2020-02-10,0,0,37.5482527050779,653,620,340
"1081","shaanxi",35,367,6,225,0,0,2020-02-11,0,0,37.0893211749551,638,574,310
"1115","shaanxi",53,304,4,229,0,0,2020-02-12,0,0,37.1486764164105,608,518,370
"1149","shaanxi",37,267,1,230,0,0,2020-02-13,0,0,36.4162042533176,608,490,276
"1183","shaanxi",37,245,2,232,0,0,2020-02-14,0,0,36.3663810733322,586,450,416
"1217","shaanxi",15,189,4,236,0,0,2020-02-15,0,0,35.8191000271625,486,379,220
"1251","shaanxi",15,111,4,240,0,0,2020-02-16,0,0,35.4587371033779,528,364,226
"1285","shaanxi",22,79,0,240,0,0,2020-02-17,0,0,35.6139881390998,581,390,238
"1319","shaanxi",19,66,2,242,0,0,2020-02-18,0,0,35.1741171732318,621,406,288
"1353","shaanxi",8,52,3,245,1,1,2020-02-19,0,0,35.0118941884997,542,390,339
"1387","shaanxi",8,46,0,245,0,1,2020-02-20,0,0,34.4632833535914,566,326,328
"1421","shaanxi",3,34,0,245,0,1,2020-02-21,0,0,34.1555045713803,506,306,245
"28","gansu",0,0,0,0,0,0,2020-01-10,0,0.09,2.58190887772104,0.375,32.25,101.25
"62","gansu",0,0,0,0,0,0,2020-01-11,0,0.09,2.95658075375042,0.375,36.75,84.375
"96","gansu",0,0,0,0,0,0,2020-01-12,0,0.09,3.64175119258448,0.375,48,99.75
"130","gansu",0,0,0,0,0,0,2020-01-13,1,0.09,4.3216996496162,0.375,32.25,89.25
"164","gansu",0,0,0,0,0,0,2020-01-14,0,0.09,5.15497208880831,0.375,31.875,95.25
"198","gansu",0,0,0,0,0,0,2020-01-16,0,0.09,7.36085332217183,0.375,30.375,84.375
"232","gansu",0,0,0,0,0,0,2020-01-17,1,0.09,8.6467203202666,0.375,24,81
"266","gansu",0,0,0,0,0,0,2020-01-18,1,0.09,10.3179827379543,0.375,33,73.5
"300","gansu",0,0,0,0,0,0,2020-01-19,2,0.09,12.1690505787733,0.375,28.875,89.25
